utterances,gender_sensitivity,target_gender,keywords,preceding_context,following_context,term,session,plenary_session,committee_name,annotator
"지금 잘 지적하셨습니다. 총리실에 지금 4대 폭력 추방 종합대책을 가지고 있는데 실제적으로 성폭력 부분이 빠져 있습니다. 사회가 변함에 따라 나타나는 새로운 현상, 또 새로운 현상이 아니더라도 이런 것들이 심화되어 갈 때는 포함시켜야 된다고 생각해서 유념하여 이 부분을 반영시키도록 하겠습니다. 국회 내에도 아마 윤리위원회의 처벌규정 가운데 성폭력이 빠져 있는 것으로 알기 때문에 종합적으로 이런 것이 시도되어야 된다고 생각합니다.",H,여성,성폭력,"유승희 위원: 그리고 작년 한 해 신문을 장식했던 가장 부끄러운 단어는 아마 성폭력일 것입니다. 직장, 학교, 가정 할 것 없이 우리의 주변에서 일상적으로 발생하고 있습니다. 특히 성추행을 범죄로 여기지 않는 그런 사회적 분위기와 피해 여성의 인권에 대한 방관자적인 태도가 성범죄에 대한 우리 사회의 인식 수준을 드러내고 있는데 총리실에서 지난해 5월부터 학교 폭력, 조직 폭력, 사이버 폭력, 정보지 폭력을 포함한 4대 폭력 추방 종합대책을 시행하고 있습니다. 성폭력은 두말할 필요가 없는 주요 범죄입니다. 성폭력을 포함시켜 5대 폭력 추방 종합대책으로 추진할 의향은 없으십니까?",,17,259,3,국무총리(한명숙)임명동의에관한인사청문특별위원회,K
"감사합니다. 그리고 성폭력 관련하여 친고죄 폐지 논의가 여성단체를 비롯해서 논의가 되고 있고 요구가 되고 있습니다. 천정배 법무부장관도 최근 친고죄 폐지에 대해서 적극적으로 검토하겠다, 이렇게 긍정적인 답변이 있었는데 총리후보자께서 어떻게 하시겠습니까?",H,여성,성폭력,,,17,259,3,국무총리(한명숙)임명동의에관한인사청문특별위원회,K
저는 원래 성폭력 범죄에 대해 친고죄 폐지를 주장했던 사람입니다. 왜냐하면 성범죄라는 것은 우리가 사기를 당하거나 폭력을 당하거나 강도를 당하는 것과 똑같은 하나의 범죄입니다. 그렇기 때문에 성폭력 범죄라 하더라도 그것을 객관적인 범죄로 보는 우리들의 시각이 필요합니다. 그런데 아직까지 우리나라는 성문제와 관련한 폭력은 신고가 상당히 저조할 뿐만 아니라 또 다른 하나의 범죄 이외에 다른 요소들을 가지고 있기 때문에 성폭력 피해자가 밝히기를 원하지 않을 때 새로운 인권문제가 발생한다는 측면에서 친고죄가 도입되지 않았습니다. 그러나 앞으로 법무부에서도 상당히 전향적인 생각을 하고 있기 때문에 이것도 좀 점진적으로 친고죄 폐지를 추진하고자 합니다.,H,여성,성폭력,"유승희 위원:감사합니다. 그리고 성폭력 관련하여 친고죄 폐지 논의가 여성단체를 비롯해서 논의가 되고 있고 요구가 되고 있습니다. 천정배 법무부장관도 최근 친고죄 폐지에 대해서 적극적으로 검토하겠다, 이렇게 긍정적인 답변이 있었는데 총리후보자께서 어떻게 하시겠습니까?",,17,259,3,국무총리(한명숙)임명동의에관한인사청문특별위원회,K
그렇게 해 주시기 바랍니다. 자료에 의하면 국무총리 산하에 50개 위원회가 있는데 여성위원 비율이 지금 18.7%에 불과합니다. 정부 위원회 여성위원 비율이 32.2%거든요. 여기에 미치지 못하고 있습니다. 앞으로 어떻게 하시겠습니까?,H,여성,여성위원 비율,,,17,259,3,국무총리(한명숙)임명동의에관한인사청문특별위원회,K
"예, 여성의 정치 참여는 우리나라의 여성의 정치 세력화라는 측면에서 굉장히 중요하기 때문에 우선은 제도적인 보완이 하나 있고 하나는 여성 재원을, 차세대 여성 정치 재원을 키우는 그런 시스템이 필요하다고 봅니다. 그래서 각 당이나 각 민간단체에서 여성들의 인력을, 여성 정치인을 키우는 하나의 교육 시스템이나 이런 것들이 마련이 되어야 되고 제도적으로는 각 당이 추진하고 있는 여러 가지 제도를 좀더 업그레이드시키는 것이 필요하다고 봅니다.",H,여성,"여성, 정치 참여","유승희 위원:여성의 정치 참여를 획기적으로 늘릴 수 있는 방안이 있으시면 말씀해 주시기 바랍니다. 위원장 류재건:시간이 됐으므로 답변은 나중에, 또 같은 질의가…… 유승희 위원:간단하게…… 위원장 류재건:간단하게 잠깐 말씀을 하시겠어요?",,17,259,3,국무총리(한명숙)임명동의에관한인사청문특별위원회,K
"지난 주말에 김한길 원내대표가 예고까지 하면서 폭로한 이명박 시장 관련한 내용은 알고 계시리라고 생각을 합니다. 저는 그것이 허위사실이라는 것 말고도 그 저급한 상상력에 정말 그야말로 경악을 금치 못했습니다. 어느 식사모임에 여성들이 몇 명 포함되어 있다고 해서 그것이 곧 선정적인 술자리로까지 이어질 것이라고 상상하는 것, 그 바탕에는 여성을 성적인 대상으로 비하하는 의식이 깔려 있다고 저는 생각합니다. 또 그 자리에 있었던 여성들에 대한 명백한 명예훼손이기도 하고요. 당의 중요한 위치에 계셨던 분으로서 그것에 대해서는 좀 따끔하게 한 말씀 하셔야 되는 것 아닙니까?",H,여성,"여성, 성적인 대상",진수희 위원: 진수희입니다. 어제 모두발언에서 여성주의 리더십을 강조하셨지요? 국무총리후보자 한명숙:예. 진수희 위원:그런데 여성주의 리더십은 양성평등의식을 필수적으로 합니다. 그렇지요? 국무총리후보자 한명숙:예. 진수희 위원:본 위원도 그러한 철학에 적극 공감을 표시하고요. 아직 열린우리당 당적 갖고 계시지요? 국무총리후보자 한명숙:예. 진수희 위원:그렇다면 당에서 일어나는 크고 중요한 일에 대해서는 파악을 하고 계시지요? 세세한 일까지는 아니더라도…… 국무총리후보자 한명숙:지금 현재요? 진수희 위원:예. 국무총리후보자 한명숙:모르는 것도 많고 아는 것도 있습니다. 진수희 위원:크고 중요한 일은? 국무총리후보자 한명숙:그렇습니다.,,17,259,3,국무총리(한명숙)임명동의에관한인사청문특별위원회,K
"그거는 분명히 잘못된 것이고요. 후보께서 여성주의 리더십을 표방하시는 만큼 잘못된 부분에 대해서는, 잘못된 의식에 대해서는 따끔하게 말씀하셔야 된다고 저는 생각합니다.",H,여성,여성주의 리더십,"진수희 위원: 진수희입니다. 어제 모두발언에서 여성주의 리더십을 강조하셨지요? 국무총리후보자 한명숙:예. 진수희 위원:그런데 여성주의 리더십은 양성평등의식을 필수적으로 합니다. 그렇지요? 국무총리후보자 한명숙:예. 진수희 위원:본 위원도 그러한 철학에 적극 공감을 표시하고요. 아직 열린우리당 당적 갖고 계시지요? 국무총리후보자 한명숙:예. 진수희 위원:그렇다면 당에서 일어나는 크고 중요한 일에 대해서는 파악을 하고 계시지요? 세세한 일까지는 아니더라도…… 국무총리후보자 한명숙:지금 현재요? 진수희 위원:예. 국무총리후보자 한명숙:모르는 것도 많고 아는 것도 있습니다. 진수희 위원:크고 중요한 일은? 국무총리후보자 한명숙:그렇습니다. 진수희 위원:지난 주말에 김한길 원내대표가 예고까지 하면서 폭로한 이명박 시장 관련한 내용은 알고 계시리라고 생각을 합니다. 저는 그것이 허위사실이라는 것 말고도 그 저급한 상상력에 정말 그야말로 경악을 금치 못했습니다. 어느 식사모임에 여성들이 몇 명 포함되어 있다고 해서 그것이 곧 선정적인 술자리로까지 이어질 것이라고 상상하는 것, 그 바탕에는 여성을 성적인 대상으로 비하하는 의식이 깔려 있다고 저는 생각합니다. 또 그 자리에 있었던 여성들에 대한 명백한 명예훼손이기도 하고요. 당의 중요한 위치에 계셨던 분으로서 그것에 대해서는 좀 따끔하게 한 말씀 하셔야 되는 것 아닙니까? 국무총리후보자 한명숙:일단 그 부분에 대해서 부분적으로는 본인이 유감을 표시를 했고요, 그리고 실제적으로는 그 문제의 핵심이 아마, 언론에서 파티 부분에 초점을 맞추었는데 아마 이명박 시장이…… 진수희 위원:후보님, 언론 탓하지 마시고요, 안 모 의원께서 그것을 기자회견하실 때 기자들로 하여금 자꾸 그러한 상상을 하게끔 유도를 하셨더라고요. 제가 그 기자회견 죽 봤습니다. 국무총리후보자 한명숙:그렇습니까?",,17,259,3,국무총리(한명숙)임명동의에관한인사청문특별위원회,K
"그런데 일부에서 한명숙 후보자께서 남편으로 인해서 사회에 눈을 뜨고 사회 인식을 하게 되고 남편이 가치관과 세계관을 정립시켜 주는 스승인 것처럼 묘사하고 있기 때문에, 만약에 총리가 된다면 중요 현안에서 사실상은 검증되지 아니한 남편의 의견이 국정에 많이 반영될 수 있는 것 아니냐 이런 걱정을 좀 하고 있습니다. 사실은 중요한 현안을 상의하고 할 것 아닙니까?",L,여성,남편,"주호영 위원:예, 알겠습니다. 내일신문 보도에 의하면 평범한 여성 한명숙이 사회운동가로, 우리나라 최초 여성부장관과 환경부장관을 역임한 행정가로, 대표적인 여성 정치인으로 커 온 데는 남편의 역할이 결정적이었다 이렇게 보도되어 있고요, 한국일보에도 하나님은 크고 강한 아버지다, 기독교 신앙은 삶에 많은 영향을 끼친다, 그리고 또 다른 남성 그가 남편이자 존경의 대상자이자 리더였던 남편, 이렇게 되어 있습니다. 그런데 통혁당 사건과 관련해서 10년 넘게 복역하셨지요? 국무총리후보자 한명숙:예, 그렇습니다. 주호영 위원:그런데 통혁당은 실체가 있는 것이라고 인정하고 있고, 다만 남편은 통혁당과 관계가 없는데 억울하게 처벌을 받았다 이런 주장 아닙니까? 국무총리후보자 한명숙:예.",,17,259,3,국무총리(한명숙)임명동의에관한인사청문특별위원회,K
그렇지 않지요. 더구나 언론에 활자로써 남편을 존경하고……,L,여성,남편,"주호영 위원:예, 알겠습니다. 내일신문 보도에 의하면 평범한 여성 한명숙이 사회운동가로, 우리나라 최초 여성부장관과 환경부장관을 역임한 행정가로, 대표적인 여성 정치인으로 커 온 데는 남편의 역할이 결정적이었다 이렇게 보도되어 있고요, 한국일보에도 하나님은 크고 강한 아버지다, 기독교 신앙은 삶에 많은 영향을 끼친다, 그리고 또 다른 남성 그가 남편이자 존경의 대상자이자 리더였던 남편, 이렇게 되어 있습니다. 그런데 통혁당 사건과 관련해서 10년 넘게 복역하셨지요? 국무총리후보자 한명숙:예, 그렇습니다. 주호영 위원:그런데 통혁당은 실체가 있는 것이라고 인정하고 있고, 다만 남편은 통혁당과 관계가 없는데 억울하게 처벌을 받았다 이런 주장 아닙니까? 국무총리후보자 한명숙:예. 주호영 위원:그런데 일부에서 한명숙 후보자께서 남편으로 인해서 사회에 눈을 뜨고 사회 인식을 하게 되고 남편이 가치관과 세계관을 정립시켜 주는 스승인 것처럼 묘사하고 있기 때문에, 만약에 총리가 된다면 중요 현안에서 사실상은 검증되지 아니한 남편의 의견이 국정에 많이 반영될 수 있는 것 아니냐 이런 걱정을 좀 하고 있습니다. 사실은 중요한 현안을 상의하고 할 것 아닙니까? 국무총리후보자 한명숙:그런 걱정 안 하셔도 될 것 같습니다.",,17,259,3,국무총리(한명숙)임명동의에관한인사청문특별위원회,K
"의사진행발언을 하나 하겠습니다. 지금 존경하는 주호영 위원님께서 한명숙 총리후보자가 남편의 영향을 받을까 봐 몹시 우려하시는 발언을 했는데요. 그렇다면 현재 여자들은 전부 여필종부 하는, 과거의 유교적인 그런 어떤 사상관에서 일을 해야 되는 것인지, 이런 부분은 약간 여성 비하적인, 여성을 폄하하는 어떤 의식이 잠재되어서 나온 것이 아닌가, 그래서 앞으로는 그런 발언을 좀 주의해 주셨으면 하는 바람이 있고요.",H,여성,남편,,,17,259,3,국무총리(한명숙)임명동의에관한인사청문특별위원회,K
"저는 이런 것이 여성이기 때문이 아니라 정말 어려움 속에서도 화해하고 용서하고 하는 이런 리더십이 보여 주는 아름다운 모습이다 이렇게 생각합니다. 정현백 증인, 어떻게 생각하십니까?",H,여성,리더십,,,17,259,3,국무총리(한명숙)임명동의에관한인사청문특별위원회,K
남성들은 전투적인 문화부터 많이 바꾸셔야 될 것 같습니다.,L,남성,전투적인,"증인 정현백:여성들은 평화운동에 앞장서고 있습니다. 마찬가지로 바로 여성들이 평화운동을 향한 큰 물꼬를 트여서 가고 있는 과정에 저희 여성단체연합이 앞장서고 있고 그 한가운데 한명숙 총리 후보께서 계셨다고 생각하고, 바로 한국에서 이제는 통일운동 못지않게 평화운동은 여성들로부터 시작해야 된다고 생각해서 바로 이런 우리의 의지를 한국 사회에 알려 주는 역할을 역시 총리 후보님께서 하시리라고 생각합니다. 이목희 위원:여성들만 해야 됩니까, 저희들은 하면 안 되고?",,17,259,3,국무총리(한명숙)임명동의에관한인사청문특별위원회,K
"총리 후보께서 여성부장관 시절에 우리가 이제는 여성 인권을 위해서 무언가 차트가, 헌장이 하나 나와야 되지 않겠는가 하는 얘기를 했고 그 과정에서 제가 그 헌장의 기초위원을 한 적이 있습니다. 이 때 총리 후보께서 놀랍게도 강조하신 것은 여성 헌장이 아니라 남녀평등선언문이 되어야 된다 하는 얘기를 하시면서 여성의 인권 향상이 사실상 남성에게도 인간다운 민주적인 사회로 가는 길이라고 하시면서 우리들이 발표했던 남녀평등헌장의 자구, 자구를 일일이 검토하시면서 굉장히 아주 집중적으로 토론을 하시는 것을 보고 ‘아, 이 분이 얼마나 균형 감각이 있으신가’ 하는 생각을 했고 그것은 2001년에 남녀평등선언문으로 발표되어서 지금 여성들뿐 아니라 한국 사회의 민주적인 발전, 특히 일상생활에서의 민주주의를 확대해 나가는 데 굉장히 중요한 기준으로 작용하고 있다고 생각해서 역시 가지고 계신 장점은 이러한 균형감각이 아닌가 하는 생각을 합니다.",H,여성,남녀평등,,,17,259,3,국무총리(한명숙)임명동의에관한인사청문특별위원회,K
"그래서 저 역시 양자를 접근해야 된다고 생각하고 그러기 위해서 중요한 것은 바로 인권 문제를 해결하는 데는 사일런트 디플러머시(Silent Diplomacy)가 대단히 중요하다고 생각합니다. 조용한 외교를 통해서 북을 압박하고 그것을 통해서 개별적인 인권 상황을 해결 하면서, 그러나 크게는 몇 년 사이에 북한 지원에 관한 정책이 많이 바뀌어서 물자에 대한 지원보다는 어떻게 실질적으로 생산시설이나 생산을 할 수 있는 능력을 향상시키는 쪽으로 바꿔서 사회ㆍ경제적 인권을 해결하는 것을 계속해야 된다고 생각하지만 병행 전략을 얘기하면서 역시 조용한 외교에서는 정부가 끊임없이 이 문제를 적극적으로 제기해야 된다고 생각을 하고, 그런 면에서 참석하신 납북자 가족이나 이런 분들의 아픔을 우리 국민들이 함께 안고 가야 된다고 생각을 합니다. 그런 차원에서 우리 여성들도 아직은 힘이 모자라서 못 하고 있지만 실질적으로 재정적인 여건이 허락한다면 이러한 인권 문제, 특히 여성들의 인권 문제에 대해서 좀더 적극적으로 관심을 가지려고 생각하고 있습니다.",H,여성,"여성, 인권",,,17,259,3,국무총리(한명숙)임명동의에관한인사청문특별위원회,K
"저희가 여성의 정치세력화라는 얘기를 했습니다. 실지로 70년대, 80년대 한국사에서 여성 노동자의 문제라든지 성폭력과 가정폭력의 피해자를 보면서 여성의 인권이 한국 사회에 민주주의, 정치적인 민주주의가 약간의 진전을 보였음에도 불구하고 여성의 인권이 얼마나 무참하게 짓밟히고 있는가를 경험하면서 우리들이 여성인권 문제에 관심을 가지기 시작했고 여성인권 문제를 적극적으로 추진해 온 것이 사실입니다. 그러나 저희들이 법을 제정하고 여성인권 문제를 다루다 보니까 여성이 정치적인 대표성을 갖지 않고는 사실상 여성의 문제가 해결될 수 없다는 것을 깨달으면서 여성이 정계에 진출해서 여성의 이런 어려움과 고난 그리고 여성의 성차별을 제기하고 헤쳐나가고 해결해야 된다는 생각을 했고 그런 의미에서 사실 저희가 한명숙 총리후보께서 정계로 나가시는 것을 적극적으로 민 사람입니다. 그런 점에서 여성의 정치적 대표성이 높아지는 것은 여성의 지위 향상을 위해서 대단히 중요하다고 생각합니다. 이번에 새로이 한명숙 총리후보께서 국무총리로 들어가신다면 저희가 바라고 싶은 것은 빈곤의 여성화를 해결해 달라고 하는 것입니다. 지난 10여 년 사이 여성들의 성폭력이나 가정폭력 문제는 여전히 남아 있지만 여러 가지 법제도나 실질적인 쉼터나 이런 제도화된 복지시설을 통해서 많이 해소됐지만 현재 빈곤층의 절대적인 다수는 여전히 여성입니다. 60년대, 70년대 미국이 빈곤 문제를 해결하려다 보니까 특별히 여성이 빈곤층의 절대 다수를 이루기 때문에 성별 접근을 하지 않고는 이것이 해결되지 않는다는 것을 실질적으로 깨달으면서 빈곤의 여성화라는 개념이 나오고 적극적인 정책이 추진됐습니다. 그러나 우리도 여전히 절대적인 다수의 여성이 빈곤층을 이루고 있고 이 빈곤층의 핵심에는 여성 한 부모 가족이나 혹은 여성 노동자의 70%가 비정규직 노동자라는 데 있습니다. 그래서 한 후보님께서 총리가 되신다면 빈곤의 여성화 문제를 해결하고 동시에 여성의 빈곤화 문제를 해결하는 것이 여성 한 부모 가구주와 같은 사람의 문제를 해결하는 것을 통해서 전체 한국 사회의 빈곤 문제를 해결하는 것이라는 것이라고 생각하고 저희 여성계는 여기에 대한 한 총리후보님의 적극적인 활동을 기대하고 있습니다.",H,여성,"여성, 정치","유승희 위원: 한명숙 후보가 총리 인준이 되면 헌정 사상 최초의 여성 총리가 되는데 최초 여성 총리가 되는 특별한 의미가 무엇인지 증인께서 나름대로 정리하신 부분이 있으면 말씀해 주시고요. 또 여성 총리가 된다면 특별히 주문하고 싶은 일이 있다면, 정책이 있다면 이 자리를 빌려서 말씀해 주시기 바랍니다.",,17,259,3,국무총리(한명숙)임명동의에관한인사청문특별위원회,K
"지금 현재 철도공사의 직접 고용과 정규직 전환을 요구하는 KTX 여승무원들의 파업이 아직도 지속되고 있고, 최근에는 핵심 조합원 50여 명이 직위해제되었습니다. 아시다시피 KTX 여승무원들은 지금 한국철도공사가 운행하는 KTX 열차 내에서 업무를 담당하고 있습니다. 그런데 한국철도공사가 이들을 직접 고용하지 않은 문제를 가지고 지금 파업이 일어나고 있습니다. KTX 여승무원들은 지금 현재 자기네들의 처사의 시정을 위해서 점거 농성 중에 있습니다. 한국철도공사 서울지역본부에서 지금 점거 농성 중에 있습니다. 이 같은 고용 형태가 사실은 비정규직에 대한 문제로 단병호 위원님께서도 많이 지적을 하셨고, 특히 비정규직 중의 상당 부분, 70% 이상이 지금 여성 노동자입니다. 그래서 이 문제에 심각성이 있다고 보는데, 추후 이 같은 사태의 재발을 방지하기 위해서라도 이철 한국철도공사 사장과의 면담 등의 방법을 통해서 이 문제 해결을 모색할 필요가 있다고 보는데, 총리가 되시면 이 문제를 어떻게 해결하실 의향이 있으신지 말씀해 주십시오.",H,여성,"여승무원, 비정규직",,,17,259,3,국무총리(한명숙)임명동의에관한인사청문특별위원회,K
"총리가 되면 주문하시는 문제들이 지금 굉장히 많습니다. 그런데 제가 KTX 여승무원과 관련해서는 특별히 마음이 아프고, 옛날에 제가 재야에서 일했을 때의 모습이 떠오릅니다. 어쨌든 제가 철도공사 사장을 직접 만나든 아니면 다른 통로를 통해서든 이 문제에 관심을 가지고 해결해 볼 수 있도록 노력하겠습니다.",H,여성,여승무원,"유승희 위원:지금 현재 철도공사의 직접 고용과 정규직 전환을 요구하는 KTX 여승무원들의 파업이 아직도 지속되고 있고, 최근에는 핵심 조합원 50여 명이 직위해제되었습니다. 아시다시피 KTX 여승무원들은 지금 한국철도공사가 운행하는 KTX 열차 내에서 업무를 담당하고 있습니다. 그런데 한국철도공사가 이들을 직접 고용하지 않은 문제를 가지고 지금 파업이 일어나고 있습니다. KTX 여승무원들은 지금 현재 자기네들의 처사의 시정을 위해서 점거 농성 중에 있습니다. 한국철도공사 서울지역본부에서 지금 점거 농성 중에 있습니다. 이 같은 고용 형태가 사실은 비정규직에 대한 문제로 단병호 위원님께서도 많이 지적을 하셨고, 특히 비정규직 중의 상당 부분, 70% 이상이 지금 여성 노동자입니다. 그래서 이 문제에 심각성이 있다고 보는데, 추후 이 같은 사태의 재발을 방지하기 위해서라도 이철 한국철도공사 사장과의 면담 등의 방법을 통해서 이 문제 해결을 모색할 필요가 있다고 보는데, 총리가 되시면 이 문제를 어떻게 해결하실 의향이 있으신지 말씀해 주십시오.",,17,259,3,국무총리(한명숙)임명동의에관한인사청문특별위원회,K
제가 어제도 말씀을 드렸습니다마는 저는 개인적으로 여성 총리 지명에 대해서 한편으로 반가우면서도 다른 한편으로는 이 정부가 지난 3년간 스무 차례의 개각을 통해서 40명의 장관을 교체하는 동안에 여성 장관은 단 한 명 임명을 했습니다. 그래서 지금 여성 총리를 지명한 것이 그동안에 여성 장관 기용에 인색했던 것에 비추어 보면 이것이 여성 중용 의지보다는 선거를 앞두고 정치적인 필요에 의해서 여성을 이용하고 있는 것이 아닌가 하는 느낌이 한편으로 들어서 좀 씁쓸했습니다. 그러나 그 과정은 어떻다 하더라도 또 그 결과가 좋으면 저는 받아들일 자세도 되어 있습니다.,H,여성,여성 장관,,,17,259,3,국무총리(한명숙)임명동의에관한인사청문특별위원회,K
"오늘 제가 아침에 문화일보와 통화하면서도 그랬습니다만, 저는 한 총리후보께서 시대의 흐름에 맞는 리더십이기 때문에 지지를 합니다. 누구나 이야기했듯이 조정 능력, 합리적인 능력, 대화와 타협 능력, 포용 능력, 융합 능력, 조화 능력, 부드러운 능력 이런 것들이 이 시대의 가치입니다. 우리가 워낙 힘들고 각박한 시대에 살고 있기 때문에 그러한 모성애와 같은, 어머니와 같은 그런 리더십을 요구하는 것 같습니다. 그래서 결론적으로 저는 국민을 하늘처럼 두려워하면서도 국민을 마치 깐깐한 시어머니처럼, 그런 시어머니를 모시는 며느리의 마음으로 국정을 수행해 주기를 바랍니다. 그리고 때로는 야당과 나와 다른 생각, 정책을 가진 사람들을 평등을 바탕으로 서로 존경하는 아내나 그런 부부의 마음으로 좀 대해 주시기를 바라고요. 또 때로는 사회적 약자나 힘들고 병들고 지친 이나 차별받은 이들에게는 자애로운 모성애를 가진 어머니의 마음으로 대해 주시고 국정을 통할해 주신다면 우리 국가나 한 총리후보자의 미래에 밝은 날만 있을 것 같습니다.",L,여성,"모성애, 어머니, 시어머니, 며느리",,,17,259,3,국무총리(한명숙)임명동의에관한인사청문특별위원회,K
영유아를 다 하기로 했던 것으로 아는데 문제는 어디에 있느냐 하면 엄마가 생각할 때는 우리 애가 입원을 했으면 좋겠다는 것입니다. 입원하면 의사선생님과 간호사 모든 의료진의 보살핌도 많이 받고 또 하나는 본인부담금이 없어지니까 더 좋다는 말이지요. 그러나 의사선생님들이 볼 때는 입원하지 않고도 얼마든지 치료할 수 있다는 거예요. 지금 이것이 시행되는 상황에서 굉장히 갈등 요소가 많이 생겨버렸어요. 엄마들은 다 입원시켰으면 좋겠고 선생님이 볼 때는 입원 안 시켜도 되는 이것 때문에 부모들하고 갈등이 있습니다.,L,여성,엄마,,,17,259,2,보건복지위원회 _법안심사소위원회,K
"제가 무슨 말씀을 드리고 싶느냐면 여기에 다 남성 분들만 있는 바람에 여성분들의 기분과 섬세한 마음, 그다음에 여성의 문화가 지금 어떻게 가고 있는지를 이해하지 않은 상황에서 우리나라의 엄청난 가부장 제도가 현재의 저출산 상황을 만들었거든요. 저는 수석전문위원께서 굉장히 커다란 그림을 그리고 계시는 것에 아주 감사한 마음을 갖고 있으나 그와 동시에 섬세한 정책도 같이 있어야겠다, 그런 의미에서 제가 이것을 낸 거고 이것이 문화의 기폭제가 된다면, 이것은 조그마한 예산으로 할 수 있는 부분입니다. 이것을 누가 이용하게 될지 모르는 것이거든요.",L,여성,섬세한 마음,,,17,259,2,보건복지위원회 _법안심사소위원회,K
총리께서는 헌정 사상 최초의 여성 총리로서 참여정부의 가장 힘든 시기에 총리의 역할을 수행하시느라고 노고가 크실 줄 압니다. 여성 특유의 섬세함과 온화함으로 무난하게 국정을 이끌고 계셔서 그나마 참여정부의 체면을 유지시켜 주시는 것에 대해 깊은 감사를 드립니다.,L,여성,"섬세함, 온화함",,,17,262,14,국회본회의,K
"본 의원은 거기에 덧붙여서 저소득층 모ㆍ부자 가구의 생활 안정과 자립을 도모할 수 있는 가장 유효한 방안이 가사와 자녀양육의 부담을 받지 않고 일할 수 있는 환경을 만들어 주는 것이라고 생각합니다. 따라서 가사 및 자녀양육에 대한 현실적인 지원이 우선시되어야 된다고 봅니다. 장관이 이에 대한 견해를 말씀해 주시고, 부자가족인 경우에 모자가족에 비해서 가사와 양육에 있어 보다 심각한 상황에 놓일 수 있다고 생각하는데 이에 대한 대책도 말씀해 주십시오.",L,여성,"가사, 양육",,,17,262,14,국회본회의,K
"지금 일부 지자체에서 예산 삭감 이유를 들어 가지고 비정규직 근로자와의 고용관계를 아예 끊어 버리는 사례들이 있는 것으로 알고 있습니다. 사실은 지난 16대 국회에서 제가 여성의 출산휴가 기일을 늘리는 법안을 냈을 때 그 법이 마땅한 법이었는데도 불구하고 기업에서는 그것을 피하기 위해서 오히려 여성 인력을 잘라 버리는 사례들이 있었습니다. 우리가 어떠한 정책을 쓸 때 기업들이 자기의 이해관계를 떠나서 오히려 이것을 악용하는 경우가 생깁니다. 이 케이스도 그것이라고 생각합니다. 그래서 저희들은 불합리한 비정규직 사용 관행을 개선하고, 비정규직의 처우개선이라는 목표를 달성하기 위해서 어쨌든 지자체와 일선기관에 대한 교육과 홍보를 강화하겠습니다. 그리고 문제가 발생했을 때는 그것을 적극 지도해 나가겠습니다.",H,여성,"여성 인력, 비정규직",,,17,262,14,국회본회의,K
"예, 저출산 문제는 우리 사회가 안고 있는 어떻게 보면 가장 심각한 하나의 사안이라고 볼 수 있습니다. 지금 말씀을 주신 여러 가지 어려운 상황에 있는 여성이 과연 취업의 문제 또 사교육비 문제 그리고 보육의 문제, 이런 여러 가지 문제가 겹쳐서 많은 여성들이 어린아이 낳기를 힘들어 하고 있습니다. 그렇기 때문에 저출산 문제를 해결하기 위해서는 이 사회가 안고 있는 취업의 문제나 여러 가지 삶의 질과 관련된 문제가 동시에 종합적으로 해결되어야 된다고 기본적으로 생각합니다. 그럼에도 불구하고 좀 축소를 해서 말씀드린다면 여성이 직장을 가지면서 아이를 가지고 일을 할 수 있도록 가정과 직장을 양립할 수 있는 환경을 만들어 주어야 된다고 생각합니다. 그래서 지금 부모들이 선호하는 국공립 시설을 이용 아동의 30%까지 확충하도록 이 정부가 계획을 세우고 예산을 확보를 했습니다. 그래서 앞으로 공보육 확충을 위해서 특히 소외된 여성, 저소득층 여성들을 위해서 노력을 하겠습니다.",H,여성,"처출산, 저소득층 여성",,,17,262,14,국회본회의,K
"그다음에 지금 공무원 채용 시험에 있어서 양성평등채용 목표제가 도입이 되어 있습니다. 이것은 순전히 양성평등의 차원에서 대략 어느 한쪽 성의 합격자 비율이 30% 미만일 때 그것 될 때까지 합격시키는 제도인데요. 지금 교사들에 대해서도 성 차이가 많이 심한 것 같습니다. 특히 초등학교 경우에 20대 교사는 남자 교사가 15.7%, 중학교는 15%에 불과하고 이런 식으로 많이 차이가 나는데 이것은 양성평등과 달리 또 다른 문제를 야기하고 있는 것으로 알고 있습니다. 왜냐하면 학생은 자기의 성이 남성이냐, 여성이냐에 따라서 혹은 가르치는 선생님이 남성이냐, 여성이냐에 따라 상당히 영향을 많이 받기 때문에 성장 과정에서 양성으로부터 고루 교육을 받아야 될 그런 문제가 하나 새로이 더 제기되고 있습니다. 그래서 일반 공직자들 30% 뽑는 것보다는 훨씬 더 문제가 심각한 점이 있으니까 필요하면 입법을 해서라도 학생들이 성장 과정에서 양성으로부터 골고루 교육을 받을 수 있도록 대책을 강구해 주시기 바랍니다.",H,모두,양성평등,,,17,262,,교육위원회,K
