utterances,utterances_en,gender_sensitivity,target_gender,keywords,preceding_context,following_context,term,session,plenary_session,committee_name,annotator
"여성이 자신의 정체성 이런 것과 연관해서 수술을 하는데 부가세까지 내라는 게 말이 안 되지 않습니까? 그리고 다른 나라를 보면 미국 같은 경우에 '여성 건강과 암 권리 조항'에 따라 유방재건수술, 보조물은 보험이 되어 있습니다. 그래서 이 문제에 대해서 사실 제가 볼 때는 이미 늦었습니다마는 신속한 검토를 통해서 개선책을 내야 한다고 생각합니다.","It makes no sense to charge VAT when women undergo surgery related to their identity. Furthermore, in other countries, like the US, breast reconstruction surgery and implants are covered by insurance under the 'Women's Health and Cancer Rights Act.' Therefore, I believe that, although it is already late in my view, a swift review is necessary to propose improvements to this issue.",H,Women,"Women, Identity, and Breast Reconstruction Surgery",,,19,311,,Health and Welfare Committee,B
"그런데 우리나라의 화장품은, 어떤 화장품 회사 사장님 말씀으로는 여성들에게 꿈을 판다고 얘기를 하셨는데 거기에 기능성이라는 포장을 함으로써 상품 가치를 올리는 상황이 와서 현재 그 법에 의해서 갑자기 저희 업무가 무지하게 폭주를 했습니다. 그래서 기능성 화장품……","However, a cosmetics company president once said that Korean cosmetics sell dreams to women. By labeling them as 'functional,' their product value is increased, which has resulted in a sudden surge in our work due to that law. So, functional cosmetics...",L,Women,Women,,,17,250,,"Health and Welfare Committee, 250th Session of the 17th National Assembly",J
그런데 혹시 여성부에서 서울 YMCA가 이런 국가 차원뿐만 아니라 국제적인 차원에서의 여성 차별에 대한 문제를 지적하고 이런 차별을 철폐하도록 권고하고 있음에도 불구하고 아직 아무런 조치를 이행하지 않고 있는 것에 대해서 실태 파악한 내용이 있으십니까?,"Do you have any findings on the fact that the Ministry of Gender Equality and Family has not yet implemented any measures, despite the Seoul YMCA pointing out the issue of discrimination against women on not only a national but also an international level, and recommending the elimination of such discrimination?",H,Women,Gender discrimination,,,17,252,1,Women's Committee,E
"저는 어쨌든 여성인 것을 이유로 해서 모집ㆍ채용 단계에서부터 면접부터 나중에 불합격, 취업이 성공하지 못했을 때 모든 과정을 거쳐서 저희들이 어떤 방식으로 규제나 차별이 없도록 할 수 있는지는 다양하게 검토 가능하다고 봅니다.","I believe that we can diversely examine ways to ensure that there is no regulation or discrimination against women at every stage, from recruitment and hiring to interviews and eventual failure to get a job, simply because they are women.",H,Women,"Women, regulation, discrimination",,,21,397,2,Environment and Labor Committee,F
"장애인 비하 발언, 낙태 발언과 마사지 걸 발언을 통해서 봤는데 MBC는 그날 열여섯 번째 꼭지로 보도했어요. 얼마나 많은 장애인을 자식으로 둔 부모들의 심정에 대못질을 했는데, 얼마나 많은 여성들이 분노했는데 어떻게 이것을 MBC는 열여섯 번째 꼭지로 하는 둥 마는 둥, 빈둥빈둥 이렇게 이명박 후보의 발언처럼 하는 둥 마는 둥 이렇게 보도를 합니까?","We have seen his remarks degrading people with disabilities, about abortion, and about massage girls. MBC reported it as the sixteenth item that day. How many parents with children who have disabilities were deeply hurt, and how many women were outraged? How can MBC report this as the sixteenth item, as if doing it half-heartedly, idling, just like Candidate Lee Myung-bak's remark, doing it half-heartedly?",H,Women,Women,,,17,,,Parliamentary Audit – Culture and Tourism Committee,R
우리 어린이집에 맡겨 주시면 어머니보다 애들을 더 잘 기를 수가 있습니다,"If you entrust your children to our daycare center, we can raise them better than their mothers.",L,Women,Mother,"Commissioner Kim: Thank you. I’m Commissioner Kim Sang-hoon. I have a question for Director Seo Mun-hee of the Korea Childcare Promotion Institute. This spring, an acquaintance of mine who runs an orphanage told me that the number of orphans has dropped significantly, creating serious difficulties in keeping the orphanage running “normally,” and even said we ought to increase the number of orphans. On the face of it that’s what he said, but his real point was that we should expand the use of baby boxes so that more children of single mothers can be placed in orphanages. The reason I raise this is that, ideally, infants and toddlers should be raised under maternal care, yet nowadays, to keep daycare centers operating “normally,” children who should be cared for at home are being sent to daycare. For infants and toddlers placed in daycare, the support—akin to what would otherwise be paid as a child allowance—is 820,000 won for 0-year-olds, 570,000 won for 1-year-olds, and 440,000 won for 2-year-olds. By contrast, for children raised at home, the support is 200,000 won for 0-year-olds, 150,000 won for 1-year-olds, and 100,000 won for 2-year-olds. Given this gap, it feels as if a full-time homemaker is penalized unless she sends her child to daycare. Meanwhile, daycare centers are struggling in their own way. The average monthly take-home pay for directors—who head the majority family and private daycare centers—is about 2.54 million won at private centers and about 2.02 million won at family daycare centers. It’s even worse for childcare teachers at family and private centers: they earn 1.5–1.6 million won a month, with a starting salary around 1.3 million won. Assistant teachers make 800,000 won. I seriously doubt they can view this as a lifelong profession with any sense of self-worth. Every year, one or two childcare teachers leave each center; 60–70% of all daycare centers experience teacher turnover annually. What’s happening is that poorly paid teachers, responsible for more children than they can reasonably handle, are stuck in the center for 11 hours and 50 minutes a day. Exhausted as they are, they are still forced—through gritted teeth—to say, “If you entrust your child to us, we can raise them better than their mother.” That is the reality of Korea’s current daycare policy.",,20,346,,Health and Welfare Committee,O
"온 국민의 분노를 사고 특히 전 여성의 삶의 의욕을, 그리고 가치관의 혼돈마저 가져온 고급 옷로비사건이 지금 그야말로 목불인견적인 상황으로 치닫고 있습니다.","The high-end clothing lobby scandal, which has caused outrage among the entire nation and has brought confusion to the life ambitions and values of all women, is now heading toward a truly unbearable situation.",L,Women,Women,,,15,,,"Special Committee on Budget and Accounts (Monday, November 22, 1999)",R
청년과 여성들이 좀 더 정치 쪽에 많이 진출할 수 있도록 통로를 만드는 노력은 절대 필요하다고 생각합니다.,I believe that efforts to create pathways for youth and women to enter politics are absolutely necessary.,H,Women,Women’s entry into politics,,,20,,,"Special Committee – Special Committee on the Confirmation Hearing for the Motion to Approve the Appointment of the Prime Minister (Chung Sye-kyun) (Tuesday, January 7, 2020)",R
여성의 지위향상과 사회참여를 촉진하기 위하여 여성공무원 채용비율을 연차적으로 확대해 나갈 계획입니다.,We plan to incrementally expand the hiring ratio of female public officials to promote the improvement of women's status and social participation.,H,Women,Women,,,15,180,2,The 2nd meeting of the Administration Committee of the 180th Session of the 15th National Assembly.,J
지난 한 달 동안 며느리 구박하는 시어머니처럼 들들들 볶아 가지고 좀 지나친 때가 있지 않았나 하는 생각도 들지만,"I feel that there may have been times when I was too harsh, like a mother-in-law nagging her daughter-in-law, for the past month.",L,Women,Mother,,,20,2018,,"Agriculture, Food, Rural Affairs, Oceans and Fisheries Committee",G
"자식교육도 못시키고 시집장가 보내는 데까지도 아비가 실직자라고 해서 천대받는, 이러한 군 장기복무를 누가 하려고 하겠습니까? 제대 후의 취업을 법적으로 보장하는 문제에 대해서도 고려해 주시기 바랍니다.","Who would want to serve a long term in the military if it means they cannot even educate their children, and their children are looked down upon as they marry and start families just because their father is jobless? Please consider the issue of legally guaranteeing employment after discharge.",L,Men,Father,,,16,225,,National Policy Committee,A
따라서 동성애라고 하는 성적 취향만으로 차별하여서는 안 된다고 생각하고 그것은 이미 우리의 국가인권위원회법에도 규정되어 있습니다.,"Therefore, I believe that discrimination should not occur based solely on the sexual orientation of homosexuality, and this is already stipulated in our National Human Rights Commission Act.",H,Men,"Homosexuality, Sexual Preference, Discrimination, and the National Human Rights Commission Act",Homosexuality is a matter of personal preference.,,20,362,3,"Special Committee on the Confirmation Hearing on the Motion to Approve the Appointment of Supreme Court Justices (Kim Seon-su, Noh Jeong-hee, and Lee Dong-won)",F
"했는데, 그 당시는 15년 전이니까 제가 사업 때문에 외국에 나가고 이래 가지고 집 거래는, 계약하고 하는 것은 거의 저희 집사람이 다 했습니다.","I did. Since that was 15 years ago, I was abroad a lot for my business, so my wife handled almost all of the house transactions and contracts.",L,Women,Housewife,,,20,351,1,National Policy Committee,K
알겠습니다. 본 위원이 생각하기로는 노동부가 추계치를 꿰매서 이렇게 만드는 것은 잘못된 것이라고 지적하고 이 모성보호는 더 이상 미룰 수 없는 우리 모두의 과제입니다. 2001년7월 현재 여성 비경제활동인구는 948만 6000여 명입니다. 이 중 육아문제로 인해 경제활동에 참가하지 못하는 여성이 무려 16.1%나 됩니다. 노동부가 연구결과를 한 달 분유값도 안 되는 금액으로 마음대로 결정하는 바람에 유급육아휴직제도는 도입 초기부터 사실 문제가 있다고 본 위원은 생각합니다. 따라서 노동부는 지금이라도 깨끗하게 추계치의 잘못을 시인하고 하루속히 전문가와 관련단체의 의견을 수렴해서 적정한 금액을 지금 장관님 말씀하신 대로 설정해 주시기 바랍니다. 이상입니다.,"Understood. This committee member believes it is wrong for the Ministry of Labor to manipulate the estimates and that maternal protection is a task that can no longer be postponed for all of us. As of July 2001, the female non-economically active population is approximately 9,486,000. Of these, a staggering 16.1% of women are unable to participate in economic activities due to childcare issues. This committee member believes that the paid parental leave system has been flawed since its introduction because the Ministry of Labor arbitrarily decided on an amount that is less than a month's formula cost. Therefore, I ask the Ministry of Labor to admit the error in the estimate cleanly, as soon as possible, and set an appropriate amount, as the Minister mentioned, by gathering the opinions of experts and relevant organizations. That is all.",H,Women,Maternity protection,,,16,225,,Parliamentary Inspection of the Government — Environment and Labor Committee,K
"현행 우리 민법 제807조에서 혼인할 수 있는 연령을 남자는 만 18세, 여자는 만 16세로 정하고 있는 만큼 여자의 경우만 결혼을 이유로 유족 연금을 받을 수 없도록 하는 것은 심히 부당하다고 봅니다.","Given that the current Civil Act, Article 807, sets the minimum age for marriage at 18 for men and 16 for women, I consider it severely unfair to prevent women from receiving a survivor's pension solely because they are getting married.",H,All genders,"Civil Law, Unfairness",,,16,215,1,Special Committee on Women,F
"여성들에게는 성폭력 이슈가, 성폭력 판결이 되게 중요한 영향을 미치는데 아까 손정우 사건뿐만이 아니라 작년 같은 경우에도 감자탕 판결이라고 그래서 상대방 접시에 고기를 덜어 준 여성이 이미 호의를 표현했다라고 해서 강간죄, 성관계의 묵시적 동의였다고 해서 강간이 아니라고 판결한 부분들, 그다음에 10살 아이를 성폭행한 보습학원장을 무죄 판결한 판결도 있었고, 레깅스 불법촬영 무죄 판결도 있었습니다. 이게 다 최근에 일어난 사건들입니다. 그러니까 여러 가지 스펙트럼이 있겠지만 이게 제목만 들어도 허탈한 웃음이 나오는 이런 판결들이 계속 연이어 나오고 있습니다. 디지털 성폭력이라든가 여러 가지 불법 촬영에 대해서 솜방망이 판결을 해 온 것은 셀 수가 없고요. 그래서 이렇게 여성들이 사법부를 신뢰하지 못하는 특별한 계기들이 계속 주어지고 있는 것인데요.","Sexual violence issues and sexual violence rulings have a very important impact on women. In addition to the Son Jung-woo case, last year we had the ""Gamjatang ruling,"" where the court ruled that the woman who served meat to the other party's plate had already expressed goodwill, implying a tacit consent to sexual relations. There was also a ruling acquitting a tutoring academy director who sexually assaulted a 10-year-old child, and an acquittal for illegal filming of a woman wearing leggings. These are all recent incidents. So, while there may be a spectrum of issues, these rulings that elicit a hollow laugh just by hearing the titles are continuously occurring. The number of lenient rulings for digital sexual violence and various illegal filming cases is countless. Thus, specific events that cause women to lose faith in the judiciary are constantly being provided.",H,Women,"women, sexual violence, ruling, dejection, a slap on the wrist","Commissioner Kwon In-sook: Could you take a look at this survey on trust in state institutions? We discussed trust several times earlier, but these are somewhat different results. Overall, women report higher trust in state institutions than men. But there’s one institution where it’s lower, right? The courts. These are 2019 statistics—why do you think women’s trust in the courts is low?
Supreme Court nominee Lee Heung-gu: I can’t really say.","Commissioner Kwon In-sook: Are you aware of the Supreme Court’s April 2018 decision that invoked a gender-sensitive perspective?  
Supreme Court nominee Lee Heung-gu: Yes, I am.  
Commissioner Kwon In-sook: In discussing the context of that case, it specifically says we must understand gender discrimination and maintain a gender-sensitive perspective to realize gender equality. What do you think this gender sensitivity is, especially as referenced in the Supreme Court’s decision?  
Supreme Court nominee Lee Heung-gu: I understand it to mean that we should properly understand sexist phenomena, recognize the social conditions women face, and be sensitive to them.  
Commissioner Kwon In-sook: That’s correct. But with respect to sexual violence, the core issue is the victim. Unlike other crimes, sex offenses often involve strong, baseless stigma, suspicion, and blame directed at victims. This is a deeply ingrained habit in our everyday and patriarchal culture, so prejudices and stereotypes operate very strongly in these cases. It’s also a type of crime that is easy to judge through one’s own preconceptions and stereotypes. The cases I mentioned earlier show that judges are not free from such biases. Have you received gender-sensitivity training, such as sexual violence prevention training, during your judicial career?  
Supreme Court nominee Lee Heung-gu: Yes, every year.",21,382,2,Special Committee on the Confirmation Hearing for the Motion to Consent to the Appointment of Supreme Court Justice Lee Heung-gu,C
고용형태 이 부분은 비정규직 그거나 이런 기간제근로자 차별하는 이 부분에 대해서는 일반론적으로 접근해 가지고 거기에서 문제가 있는 사업장에 대해서 남녀 또는 기간제 이렇게 해 가지고 그런 부분에 대해서 차별하는 부분에 대해서 그쪽으로 해서 들어가서 어느 정도 좀 과도한 기업에 대해서는 규제가 들어가는 그런 식으로 해서 일반론적으로 접근해야지 남녀의 문제만은 아닌 것 같아요.,"The issue of employment type, such as discrimination against non-regular or fixed-term workers, should be approached generally. By doing so, workplaces with issues, whether it's discrimination based on gender or temporary contracts, can be regulated if they are excessively problematic. It doesn't seem to be solely a gender issue.",L,Women,Employment Type,,,18,285,2,Legislation Review Subcommittee of the Environment and Labor Committee,E
"집안이 문제가 있으면 아버지에게 책임이 있고, 회사가 잘못되면 사장이 문제가 있고, 조직에 문제가 있으면 조직의 장에 문제가 있겠죠?","If there is a problem in a family, the father is responsible; if a company is at fault, the president is the problem; if there is an issue in an organization, the head of the organization is the problem, right?",L,All genders,The head of the household,,,19,320,2,Special Committee on the Confirmation Hearing for the Appointment of the Chairman of the Board of Audit and Inspection (Hwang Chan-hyun),R
마지막으로 질의하신 여군인력활용 확대정책에 대하여 답변드리겠습니다. 육군은 사회의 여성역할 증대추세에 맞추어 군 내에서도 우수한 여성인력을 활용하기 위해서 중․장기계획을 수립 단계적으로 추진중에 있습니다. 현재 육군에 복무중인 여군간부는 약 1800 여 명이며 2010년에는 4000명으로 증가시킬 계획 입니다. 또한 여성인력 복무여건 개선을 위해서 현재 여성의 특성을 고려한 출산 육아 주거시설 등 복지 개선계획을 마련하여 추진중에 있습니다마는 앞으로도 여성인력활용 확대계획과 병행하여 이를 계속 보완해 나가도록 하겠습니다.,"Finally, I will answer your question regarding the policy to expand the utilization of female military personnel. The Army is currently establishing and implementing medium- and long-term plans to utilize excellent female personnel within the military, in line with the trend of increasing female roles in society. There are currently about 1,800 female officers serving in the Army, and the plan is to increase this to 4,000 by 2010. Furthermore, we are preparing and implementing welfare improvement plans, including facilities for childbirth, childcare, and housing, considering the characteristics of women to improve the working conditions for female personnel. We will continue to supplement these plans in parallel with the plan to expand the utilization of female personnel.",H,Women,Women,,,15,185,,National Defense Committee,D
가녀린 여성을 감금했다,A frail woman was confined.,L,Women,A delicate woman,"If something is leaked and, that very day, aired as an exclusive; and the content of that broadcast is used the next day in a propaganda campaign—“they confined a frail woman”—having a major impact on the presidential election; if the cause and effect are that clear, then, although the investigation proceeded as an investigation, it means our police are being drawn into some operation beyond the investigation. Can you really say that isn’t the case?",,19,320,,Public Administration and Security Committee,P
"그런데 보면 여기 동성애자 인권연대, 한국남성동성애자 인권운동단체 친구사이 이렇게 되어 있는데 지금 인권위 입장은 동성애를 인정하는 것입니까?","But here it says, Solidarity for Human Rights of Sexual Minorities, and Chingusai (Korean gay men's human rights organization). Is the Human Rights Commission's position to acknowledge homosexuality?",L,Sexual minorities,homosexual,"Rep. Kim Dong-cheol: I thought this might be getting ahead of ourselves, so I wanted to bring it up. Of the programs for 13-year-olds here, two are related to gay people, which makes it seem as though our Human Rights Commission is protecting the rights of gay people to an excessive degree...",,17,261,1,Subcommittee on Budget and Final Accounts Review (Legislation and Judiciary Committee),B
"가족문화조성사업이라는 것을 하고 있고요, 또 전국에 건강가정지원센터를 통해서 가족교육이라든지 상담이라든지 프로그램 같은 것을 하고 있습니다. 그런데 이 서비스는 그동안에 일을 가지지 않은 여성들 위주로만 진행이 되다 보니 막상 맞벌이를 하고 있는 여성이나 아빠들에 대한 서비스가 부족하다고 해서 올해부터 당진을 포함해서 워킹맘ㆍ워킹대디 지원사업을 시작하고 있고 내년에 더 확대가 되었으면 하는 바람입니다.","We are implementing the family culture creation project and are also offering family education, counseling, and programs through Healthy Family Support Centers nationwide. However, since this service has mainly been provided to women who are not employed, there has been a lack of service for working mothers and fathers. Therefore, we are starting the Working Mom/Working Dad Support Project this year, including in Dangjin, and hope to expand it next year.",H,All genders,"Women, dads, working moms, working dads",,,19,337,10,Special Committee on Budget and Accounts,A
"그래서 저희들은 부교수 진급에 논문 내조 의혹을 제기하고 있는 겁니다, 그리고 충분한 증거가 되기 때문에.","Therefore, we are raising suspicions of dissertation assistance in his promotion to associate professor, and we believe this is sufficient evidence.",L,Women,Housewife,"To be promoted from assistant to associate professor, a total of 1,200 points is required. Over those three years, the candidate’s husband produced two sole‑authored SCI papers, one sole‑authored KCI paper, and one first‑author SCI paper with four authors; that total is insufficient. Those four papers alone were far from enough. Without the four SCI papers coauthored with the graduate student—without the substantial bonus points they provided—there would have been a decisive deficiency in his promotion to associate professor.",,21,387,1,"Science, ICT, Broadcasting, and Communications Committee",O
"민주노동당의 현애자 위원입니다. 오전에 질의를 다 마치지 못한 부분을 간략하게 추가적으로 하면서 몇 가지 더 하겠습니다. 후보자의 ‘해일이 일고 있는데 조개 줍고 있다’라는 표현 자체에 대해서 성인지적 관점에 있어서 문제가 있다는 지적을 하려고 했던 것인데요. 마지막 답변에서 후보자께서 그렇게 말씀하셨습니다. 뭐냐 하면 그 말의 취지, 의미는 당내 작은 일에 시간이 소모되는 것들을 우려해서 지적한 것이다 이런 취지로 제가 후보자의 답변을 이해합니다. 맞지요? 당시에 성폭력특위가 구성돼서 활동 중에 있는 상황에서 그러한 지적은 한 개인의 인권을 존중하는 방향에서 그리고 여성피해자 중심의 관점에서 문제를 풀어가지 못했다, 풀어가려고 하는 자세나 입장이 없었다는 점을 제가 지적하고자 했던 겁니다. 그로 인해서 당시 당의 그러한 성폭력 문제를 해결하고자 했던 움직임에 찬물을 끼얹는 그리고 묵살하는, 객관적으로 봤을 때 그렇게 보일 수밖에 없지 않느냐, 저는 그렇게 생각을 했고요. 그런 점에 대해서 지적을 하고자 한 겁니다. 후보자께서 현재도 제가 지적한 점에 대해서 잘못이 아니라거나, 이런 답변을 재차 하실 수 있는지 답해 주십시오.","This is Committee Member Hyun Ae-ja of the Democratic Labor Party. I will briefly add to the questions I couldn't finish this morning and ask a few more. I wanted to point out that the nominee's expression, 'A tidal wave is rising, and you are picking up clams,' has problems from a gender-sensitive perspective. In the last answer, the nominee said... The meaning of that remark, as I understand the nominee's answer, was to express concern about the time being wasted on small matters within the party. Is that correct? My point was that making such a remark while the Special Committee on Sexual Violence was organized and active failed to approach the issue from a perspective that respects the human rights of an individual and is centered on female victims. It showed a lack of willingness or position to resolve the problem. Objectively speaking, that remark could only be seen as pouring cold water on and ignoring the movement within the party to resolve the sexual violence issue at the time. That is what I thought, and that is what I wanted to point out. Please answer if you still maintain that my point is not a mistake.",H,Women,It’s problematic from a gender perspective,,,17,258,2,Health and Welfare Committee,D
"지금 박정화 후보자 같은 경우에는 연수원 20기이시고, 어쨌든 다른 재조에, 법원에 있는 다른 남성 법관에 비해서는 좀 빨리 대법관 추천을 받았다 이런 얘기도 항간에 있습니다. 그리고 그런 이유가 대법관 구성 다양화라는 측면에서 또 여성인 점도 많이 고려가 돼서 그렇게 됐다는 것인데,","In the case of nominee Park Jung-hwa, she is from the 20th class of the Judicial Research and Training Institute, and there are rumors that she received the recommendation for Supreme Court Justice relatively quickly compared to other male judges in the legal community. It is also said that her gender was heavily considered, among other factors, as part of the diversification of the Supreme Court's composition.",L,Women,the fact that she is a woman,,"Given your experience working with her, if nominee Park Jeong-hwa joins the Supreme Court, wouldn’t she fulfill the very purpose we seek in diversifying the Court’s composition?",20,352,2,Special Committee on the Confirmation Hearing on the Motion for Consent to the Appointment of Supreme Court Justices Park Jeong-hwa and Cho Jae-yeon,E
"대개의 남성들이 자기 아내에게 다 경제권을 주고, 저도 그래요. 용돈 타 쓰고 세비 통장도 뭣도 전부 아내가 관리를 하는데, 종부세 냈는지 안 냈는지 나는 이게 좀 의심스러워요. 확인 한번 해보세요.","Most men give all the financial power to their wives. I do, too. My wife manages my pocket money, my parliamentary allowance account, and everything. I am a little suspicious about whether the Comprehensive Real Estate Holding Tax was paid. Please check.",L,Women,Housewife,,,20,364,1,Legislation and Judiciary Committee,M
1989년 민법 개정으로 호주제는 상당 부분 완화되었습니다. 그러나 위에서 언급한 것처럼 여전히 남성 우선의 호주승계 순위는 아들 골라낳기 등 극단적인 성차별 현상을 낳고 있습니다. 위원님들께서도 잘 아시리라 생각합니다마는 지난 10년간 남녀아 출생성비는 99년도 평균 여아 100명당 남아 109.6이며 셋째 이상의 경우는 여 아 100명당 남아가 143.1명에 이르는 등 출생성비의 불균형 문제가 심각한 사회 문제가 되고 있습니다. 아들 골라낳기로 인해 매년 3만명이 넘는 여자 태아들이 태어나지도 못하고 살해 당합니다. 이런 전 -근대적이고 반인권적인 행위가 지속되는 가장 근본적인 이유는 호주제를 통해 아들의 중요성이 법적으로 뒷받침되기 때문이라고 생각합니다.,"The Hojuje system was significantly mitigated by the amendment of the Civil Act in 1989. However, as mentioned above, the male-first sequence for Hoju (head of family) succession still gives rise to extreme gender discrimination, such as sex-selective abortion of sons. As the committee members know well, the imbalance in the sex ratio at birth has become a serious social problem, with an average of 109.6 boys per 100 girls in 1999 over the past 10 years, and reaching 143.1 boys per 100 girls for third or subsequent children. More than 30,000 female fetuses are killed every year due to sex-selective abortion of sons. I believe the most fundamental reason for the continuation of such pre-modern and anti-human rights practices is that the importance of the son is legally backed by the Hojuje system.",H,Women,Gender discrimination,,,16,215,1,Special Committee on Women,D
내가 다니는 국공립어린이집과 국공립의 성격을 띤 병설유치원에 보내는 엄마들이 원비를 비교하다 보면 어린이집 다니는 엄마로서 거기에서 오는 박탈감은 좀 있습니다.,"When mothers compare the costs of sending their children to public daycare centers and public affiliated kindergartens, those sending their children to daycare centers feel a sense of relative deprivation.",L,Women,A mom whose child goes to daycare,"Member Jang Jeong-eun: For special activity fees—setting aside the daycare your child currently attends—about how much do people usually pay elsewhere?

Witness Kim Hye-rin: Fortunately, my child now attends a public daycare, so we don’t pay a large amount—under 100,000 won, around 80,000 or 60,000. And because it’s paid by card, many moms don’t even realize it, but some private daycares charge in the 100,000-won range. Also, apart from special activities, if there’s a field trip, the amount can suddenly jump. Earlier, before I came in, I spoke with another parent: in daycare, the public option is the national/public centers, and in the kindergarten system, the attached kindergartens essentially serve as the public option. There, if you don’t do special activities, the fee is really only about 10,000 to 20,000 won. But this “free childcare” policy, when you compare it to kindergartens...","Hye-rin Kim: They say universal free childcare is pouring a lot of budget into daycare centers, but when you actually compare, we keep paying roughly this much while those with kids in kindergarten pay only a little—so there is some sense of unfairness from that. But the sense of deprivation from time limits that end up pitting stay-at-home mothers against others doesn’t seem all that great.

Commissioner Jang Jeong-eun: Regarding special activities—while I know this is your personal view—do many mothers think they don’t have much value?",19,337,4,Health and Welfare Committee – Subcommittee on Childcare System Improvement,C
"정치라는 것은 뭐냐면 우리 사회의 한정된 재원을 가지고 어떠한 가치 기준에 따라 재원을 배분할 것이냐. 내가 가장이라고 하면 집안이 어려워졌다 그러면 내 술을 끊을 것이냐 왜 학원비를 끊을 것이냐, 마누라 약을 사줄 것이냐 골프 치러 갈 것이냐, 이것을 판단하는 것입니다.","Politics is about deciding how to allocate the limited resources of our society according to what value standards. If I were the head of a family and the family was in financial trouble, I would decide whether to quit drinking, or cut off money for the academy, whether to buy medicine for my wife or go play golf. This is what it is about.",L,Women,Housewife,,,18,278,,"Health, Welfare and Family Affairs Committee",G
"코라손 아키노나 아웅산 수지나 박근혜 대표 같은 분을 그런 유형으로 분류를 하는데, 그에 비해서 한명숙 국무총리께서는 스스로 남편의 도움을 받아서, 오히려 외조를 받아서 스스로 여성으로서 리더십으로 성장한 케이스다, 이렇게 평가받는데 어떻게 생각하십니까?","People like Corazon Aquino, Aung San Suu Kyi, and Representative Park Geun-hye are classified into that category. In contrast, Prime Minister Han Myeong-sook is assessed as a case who, with the help of her husband, rather with his support, grew into a female leader on her own. What do you think of this assessment?",L,Women,Husband,,,17,259,2,Special Committee on the Confirmation Hearing for the Motion for Consent to the Appointment of the Prime Minister (Han Myeong-sook),E
"또 서부지검에서는 부장검사가 후배 여검사한테 2억 3000만 원을 빌려서 주식 투자하다가 3개월 정직 처분을 받은 일이 있었다는데 이 돈은 다 갚았나요, 서부 지검장님?","Also, in the Seoul Western District Prosecutors' Office, a chief prosecutor reportedly borrowed 230 million won from a junior female prosecutor and invested it in stocks, for which he received a three-month suspension. Has this money been paid back, Chief Prosecutor of the Seoul Western District Prosecutors' Office?",L,Women,Women,,,18,284,,"Legislation and Judiciary Committee, 284th Session of the 18th National Assembly",J
"사실 교육, 국방 심지어는 여성, 문화 부분까지도 다 연결되어 있는 부분입니다. 그렇기 때문에 저출산사회대책기본법을 제출했을 때 대통령 산하에 들어가야 된다고 했던 것은 아까 문 위원장님께서 말씀하신 것과 마찬가지로 정부 내 모든 부처가 아주 다각적이고 전반적인 문제점을 파악하고 그다음에 대책을 만들어야 되는 방향으로 가야 된다고 생각하기 때문입니다.","In fact, it's an issue connected to education, national defense, and even women and culture. Therefore, when the Framework Act on Low Birth Rate and Aging Society Countermeasures was submitted, it was proposed to be under the President's direct control because, as Chairman Moon mentioned earlier, I believe all ministries within the government must comprehensively and overall understand the problems and then move toward creating countermeasures.",H,Women,"Women, Connection",,,17,252,2,Health and Welfare Committee - Bill Review Subcommittee,R
"이것은 보건복지부에서는 어떻게 생각하는지 모르겠는데요. 엄마들은 굉장히 분노하고 있습니다. 어떤 동네에 가면 내 아이가 삼시 세끼를 2800원에 먹고요, 어떤 동네 가면 1700원대에 먹는데 이게 15년째 똑같다는 거예요. ‘네 새끼는 그렇게 키우겠어?’ 이렇게 말해요, 현장 가면.","I don't know what the Ministry of Health and Welfare thinks about this, but mothers are extremely angry. In some neighborhoods, their children eat three meals a day for 2,800 won, while in others, they eat for around 1,700 won, and this amount has been the same for 15 years. When you go to the field, they say, 'Would you raise your own kids like that?'",L,Women,Mother,,,20,,,"Special Committee on Budget and Accounts (Monday, November 4, 2019)",R
"그 대체의 질이 어떻게 되느냐, 대체인력뱅크의 원 취지에 맞게 대체가 되고 있는지를 한번 저희가 보니까 여성 공무원의 비율이 그다지 높지 않아서일 수도 있는데 대체율은 높으나 대체인력이 결국에는 순환보직으로 되더라고요.","We checked the quality of the replacement and whether it aligned with the original purpose of the Alternative Workforce Bank. Although the replacement rate is high, the replacement personnel ultimately become rotational transfers, perhaps because the ratio of female public officials is not very high.",H,Women,Proportion of civil servants,,,19,329,,Environment and Labor Committee,E
특히 노령연금과 유족연금의 중복 급여 조정의 대상자는 대부분이 여성이라는 점이고요. 그러다보니까 여성의 노후 빈곤율이 47.2%로 OECD에서 가장 높다는 점을 감안할 때 본 제도의 개선이 반드시 필요하다고 생각을 합니다.,"In particular, the majority of those subject to the adjustment of overlapping benefits for old-age and survivor's pensions are women. Considering that the elderly poverty rate for women is 47.2%, the highest among OECD countries, I believe that the improvement of this system is absolutely necessary.",H,Women,Elderly poverty rate,,,19,320,,"Health and Welfare Committee, 320th Session of the 19th National Assembly",J
그리고 또 7월 달에는 경찰 간부가 부하 직원의 처제를 성폭행하고 또 그리고 9월 달에는 경찰 간부가 1년간 키스방에 드나들었다 하는 이런 문제가 있었는데 경찰청에서는 어떤 계도나 교육이나 아주 강력한 조치와 선도 교육을 안 시킵니까?,"And in July, there was the problem of a police executive sexually assaulting a subordinate's sister-in-law, and in September, a police executive frequented a kiss room for a year. Does the National Police Agency not provide any guidance, education, or strong measures and leading education?",H,Women,"Sex Crimes, Education",,,19,320,,Safety Administration Committee,E
